label_id,region,semantic_review_status,x,y,text
T-001,R02,processed,2521.8118818056187,10.0,with sticky
T-002,R01,processed,220.87393984432993,54.93453615292401,how to create fixed
T-003,R01,processed,220.87393984432993,54.93453615292401,header with max-width
T-004,R01,processed,220.87393984432993,54.93453615292401,"and fixed, 2 options"
T-005,R03,processed,4169.750441129272,98.99130383685383,CAN I CREATE HEADER WITH TOP 0
T-006,R03,processed,4169.750441129272,98.99130383685383,PS ABS
T-007,R03,processed,4169.750441129272,98.99130383685383,MAXWIDTH AND TRANSLATE?
T-008,R03,processed,4841.5669997616715,664.8884555051307,i can do this without sticky with fixed and left + translate
T-009,R03,processed,4841.5669997616715,664.8884555051307,"but i need to specify width 100%, so header will try to get all available place"
T-010,R03,processed,4841.5669997616715,664.8884555051307,in parent but until max-width
T-011,R03,processed,4841.5669997616715,664.8884555051307,without it - width auto  - content size
T-012,R03,processed,4841.5669997616715,664.8884555051307,if header is in a flex container with stretch to sides
T-013,R03,processed,4841.5669997616715,664.8884555051307,"we need it to be sticky, because with fixed it is out of order"
T-014,R03,processed,4841.5669997616715,664.8884555051307,"so it wont work,"
T-015,R03,processed,4841.5669997616715,664.8884555051307,only way with fixed and without wrapper is this
T-016,R03,processed,4447.282430435598,1001.630905178871,!!!!
T-017,R01,processed,10.0,2097.1956885984255,MARGIN 0 AUTO VS
T-018,R01,processed,10.0,2097.1956885984255,LEFT 50% TRANSLATEX
T-019,R02,processed,2459.811759735306,3206.0,example
T-020,R02,processed,2323.9586580329983,3486.033716960683,WITH STICKY CAN DO HEADER WITH MAXWIDTH WITHOUT OUTER CONTAINER
T-021,R02,processed,2075.7386146791355,3750.043471964327,!!!
T-022,R02,processed,2330.179710821221,4370.710135548394,or can even do this shit easily
T-023,R02,processed,2170.593509119944,6325.118453404928,without max-width
